,recording,shank,id,label,spike_prop,time_prop
146,es25nov11_13,4.0,5.0,0.0,0.9107960790471277,0.07036763799417166
147,es25nov11_13,4.0,3.0,1.0,0.8621881946159545,0.0723690695000738
148,es04feb12_1,1.0,2.0,-1.0,0.8725120263237898,0.13660825457921302
149,es04feb12_1,2.0,22.0,0.0,0.8144752883803807,0.13659341081258145
150,es04feb12_1,2.0,10.0,-1.0,0.8363838047698281,0.13969441320203127
151,es04feb12_1,2.0,21.0,1.0,0.7422096317280453,0.13659728764451234
152,es04feb12_1,2.0,8.0,1.0,0.7648414985590778,0.13664571226591568
153,es04feb12_1,2.0,7.0,-1.0,0.8259532595325954,0.13716569343792068
154,es04feb12_1,2.0,12.0,1.0,0.8379595812028244,0.13681022051620048
155,es04feb12_1,2.0,2.0,1.0,0.7828560591693533,0.13668657683576213
156,es04feb12_1,2.0,3.0,-1.0,0.7784908165523345,0.13678971865692083
157,es04feb12_1,2.0,24.0,1.0,0.7962344772332755,0.13680409870084886
158,es04feb12_1,2.0,13.0,1.0,0.812428078250863,0.13680232471987153
159,es04feb12_1,2.0,4.0,1.0,0.7801536919478784,0.13684614830341535
160,es04feb12_1,2.0,16.0,1.0,0.9264489194499018,0.1368795915195022
161,es04feb12_1,2.0,23.0,1.0,0.8259128088371701,0.13688435267779936
162,es04feb12_1,2.0,25.0,1.0,0.9064353173731605,0.13699083005569299
163,es04feb12_1,2.0,5.0,1.0,0.9802712700369913,0.24360632259531526
164,es04feb12_1,2.0,9.0,1.0,0.7723905723905724,0.13947227065091813
165,es04feb12_1,2.0,11.0,-1.0,0.7449664429530202,0.1624150508349063
166,es04feb12_1,2.0,6.0,1.0,0.7421805183199285,0.19578647878222694
167,es04feb12_1,3.0,2.0,-1.0,0.6178920680912713,0.15267553262617453
168,es04feb12_1,4.0,24.0,0.0,0.7377774748563372,0.13659392409004203
169,es04feb12_1,4.0,19.0,1.0,0.915104304198574,0.13668152228753427
170,es04feb12_1,4.0,9.0,1.0,0.7522042373996578,0.13680359381749602
171,es04feb12_1,4.0,12.0,1.0,0.8047016274864376,0.1372599672266829
