,restriction,modality,chunk_size,seed,acc,pyr_acc,in_acc,auc,fpr,tpr,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,feature 17,feature 18,feature 19,feature 20,feature 21,feature 22,feature 23,feature 24,feature 25,feature 26,feature 27,feature 28,feature 29
10,complete,spatial,500.0,1,86.53846153846153,92.7710843373494,61.904761904761905,0.9013195639701663,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.23809524
 0.23809524 0.38095238 0.38095238 0.42857143 0.42857143 0.57142857
 0.57142857 0.66666667 0.66666667 0.9047619  0.9047619  1.        ]","[0.         0.01204819 0.60240964 0.60240964 0.75903614 0.75903614
 0.77108434 0.77108434 0.79518072 0.79518072 0.80722892 0.80722892
 0.87951807 0.87951807 0.92771084 0.92771084 0.93975904 0.93975904
 0.96385542 0.96385542 0.97590361 0.97590361 1.         1.        ]",0.0431479431916054,0.1241612935429812,0.03241430768745742,0.02223043126764622,0.04475604154760556,0.0571415892690157,0.056055828421307984,0.08213744933368965,0.10292482298685869,0.14623168660256355,0.13130703269140656,0.06412667225245688,0.0933649012054052,,,,,,,,,,,,,,,,
11,complete,spatial,200.0,1,82.6923076923077,87.95180722891567,61.904761904761905,0.8835341365461847,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.28571429
 0.28571429 0.33333333 0.33333333 0.38095238 0.38095238 0.42857143
 0.42857143 0.47619048 0.47619048 0.61904762 0.61904762 0.85714286
 0.85714286 0.9047619  0.9047619  1.        ]","[0.         0.01204819 0.54216867 0.54216867 0.62650602 0.62650602
 0.69879518 0.69879518 0.77108434 0.77108434 0.80722892 0.80722892
 0.84337349 0.84337349 0.85542169 0.85542169 0.89156627 0.89156627
 0.95180723 0.95180723 0.96385542 0.96385542 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.        ]",0.046135423966433074,0.13707448482544463,0.03606169757090757,0.01787335757769262,0.0454732012869491,0.05044084442161448,0.04951617426230146,0.07649934580520072,0.09629179212016453,0.14445025772845102,0.13698445868531953,0.07044958903282865,0.09274937271669252,,,,,,,,,,,,,,,,
12,complete,temporal,0.0,1,92.3076923076923,93.97590361445783,85.71428571428571,0.948938611589214,"[0.         0.         0.         0.         0.         0.
 0.         0.04761905 0.04761905 0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.33333333 0.33333333 0.38095238
 0.38095238 0.52380952 0.52380952 0.66666667 0.66666667 0.80952381
 0.80952381 1.        ]","[0.         0.46987952 0.48192771 0.5060241  0.53012048 0.56626506
 0.59036145 0.59036145 0.61445783 0.65060241 0.91566265 0.91566265
 0.92771084 0.92771084 0.93975904 0.93975904 0.95180723 0.95180723
 0.96385542 0.96385542 0.97590361 0.97590361 0.98795181 0.98795181
 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.14941752594648727,0.2629523010970676,0.022790849063849983,0.05098509928379666,0.03532940697677832,0.20321094536651643,0.27531387226550363
13,complete,temporal,500.0,1,96.15384615384616,98.79518072289157,85.71428571428571,0.9827882960413081,"[0.         0.         0.         0.04761905 0.04761905 0.14285714
 0.14285714 0.38095238 0.38095238 1.        ]","[0.         0.3373494  0.74698795 0.74698795 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.06057143046965201,0.2317292956861375,0.13105636632411696,0.08492645684304131,0.03539516062988104,0.15908567652242067,0.29723561352475053
14,complete,temporal,200.0,1,96.15384615384616,100.0,80.95238095238095,0.97877223178428,"[0.         0.         0.         0.04761905 0.04761905 0.19047619
 0.19047619 1.        ]","[0.         0.24096386 0.62650602 0.62650602 0.97590361 0.97590361
 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.05551023567340903,0.18201576609641562,0.18944438121431703,0.09105092232042296,0.03286934465721217,0.157066913368344,0.29204243666987917
15,complete,morphological,0.0,1,95.1923076923077,97.59036144578313,85.71428571428571,0.9813539873780838,"[0.         0.         0.         0.         0.         0.
 0.         0.04761905 0.04761905 0.0952381  0.0952381  0.33333333
 0.42857143 0.47619048 0.47619048 0.71428571 0.9047619  1.        ]","[0.         0.54216867 0.56626506 0.6626506  0.68674699 0.71084337
 0.85542169 0.86746988 0.93975904 0.93975904 0.97590361 0.97590361
 0.97590361 0.97590361 1.         1.         1.         1.        ]",,,,,,,,,,,,,,0.05585220574803129,0.06627657772771237,0.08720212036560457,0.06554286832248465,0.13908170620347635,0.4277113442616883,0.09127508140860832,0.06705809596239423,,,,,,,,
16,complete,morphological,500.0,1,96.15384615384616,97.59036144578313,90.47619047619048,0.9862306368330465,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.38095238 1.        ]","[0.         0.63855422 0.75903614 0.75903614 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.         1.        ]",,,,,,,,,,,,,,0.07523299266577513,0.20032947557277955,0.06923717623247302,0.010968134575500629,0.05937437207595476,0.48113701533456726,0.07095842016591873,0.03276241337703102,,,,,,,,
17,complete,morphological,200.0,1,97.11538461538461,98.79518072289157,90.47619047619048,0.9885255306942053,"[0.         0.         0.         0.         0.         0.
 0.04761905 0.04761905 0.14285714 0.14285714 0.42857143 1.        ]","[0.         0.18072289 0.45783133 0.48192771 0.60240964 0.78313253
 0.78313253 0.98795181 0.98795181 1.         1.         1.        ]",,,,,,,,,,,,,,0.08757882499712472,0.2070066371390215,0.05681539069412097,0.0070316934987234014,0.05694384327539194,0.4904261063675347,0.0628092497540563,0.03138825427402652,,,,,,,,
18,complete,spatial,0.0,2,82.6923076923077,84.33734939759036,76.19047619047619,0.8491107286288009,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.23809524
 0.23809524 0.28571429 0.28571429 0.38095238 0.38095238 0.42857143
 0.42857143 0.57142857 0.57142857 0.76190476 0.76190476 1.        ]","[0.         0.01204819 0.21686747 0.21686747 0.30120482 0.30120482
 0.5060241  0.5060241  0.62650602 0.62650602 0.71084337 0.71084337
 0.86746988 0.86746988 0.92771084 0.92771084 0.93975904 0.93975904
 0.95180723 0.95180723 0.98795181 0.98795181 1.         1.        ]",0.03175637553075537,0.08873728252153575,0.06331265223219205,0.0721348864910681,0.05040105962589991,0.06367850728826897,0.044378266143914866,0.09185023399052372,0.08218804738612279,0.1544440687640513,0.12616278026267033,0.05819055966285869,0.07276528010013822,,,,,,,,,,,,,,,,
19,complete,spatial,500.0,2,78.84615384615384,79.51807228915662,76.19047619047619,0.8852553069420539,"[0.         0.         0.         0.04761905 0.04761905 0.23809524
 0.23809524 0.42857143 0.42857143 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 0.9047619  0.9047619  1.        ]","[0.         0.01204819 0.31325301 0.31325301 0.71084337 0.71084337
 0.93975904 0.93975904 0.95180723 0.95180723 0.96385542 0.96385542
 0.97590361 0.97590361 0.98795181 0.98795181 1.         1.        ]",0.03890390302366006,0.11909603783880057,0.04228029629506938,0.024091320146671612,0.06144387183935168,0.04708110773667303,0.0679960131844621,0.1052951967417215,0.09548799391883886,0.11228782752157944,0.11535751488165777,0.05539494603773041,0.1152839708337835,,,,,,,,,,,,,,,,
20,complete,spatial,200.0,2,81.73076923076923,83.13253012048193,76.19047619047619,0.8892713711990821,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.33333333
 0.33333333 0.38095238 0.38095238 0.52380952 0.52380952 1.
 1.        ]","[0.         0.01204819 0.4939759  0.4939759  0.6626506  0.6626506
 0.71084337 0.71084337 0.75903614 0.75903614 0.90361446 0.90361446
 0.91566265 0.91566265 0.95180723 0.95180723 0.97590361 0.97590361
 1.        ]",0.04588311378816554,0.13760383122434042,0.03973367419703277,0.013304303673637947,0.05590976364511178,0.04559136397144082,0.059777369584741474,0.0882210044566899,0.09758756456090284,0.11568644668901712,0.12325669787736471,0.05547929840582363,0.12196556792573113,,,,,,,,,,,,,,,,
21,complete,temporal,0.0,2,91.34615384615384,92.7710843373494,85.71428571428571,0.9288582903040734,"[0.         0.04761905 0.04761905 0.04761905 0.04761905 0.04761905
 0.04761905 0.04761905 0.0952381  0.0952381  0.14285714 0.14285714
 0.19047619 0.28571429 0.38095238 0.42857143 0.52380952 0.57142857
 0.57142857 0.80952381 0.95238095 1.        ]","[0.         0.54216867 0.68674699 0.69879518 0.73493976 0.77108434
 0.81927711 0.85542169 0.85542169 0.87951807 0.91566265 0.92771084
 0.92771084 0.93975904 0.93975904 0.95180723 0.95180723 0.96385542
 1.         1.         1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.14316348777888319,0.2384408034843481,0.03385086636502472,0.05148463757287018,0.0431504236403737,0.2417922070261796,0.2481175741323206
22,complete,temporal,500.0,2,91.34615384615384,91.56626506024097,90.47619047619048,0.9615605278255881,"[0.         0.         0.         0.         0.         0.
 0.04761905 0.04761905 0.04761905 0.04761905 0.0952381  0.0952381
 0.14285714 0.14285714 0.19047619 0.19047619 0.23809524 0.23809524
 0.28571429 0.28571429 1.        ]","[0.         0.37349398 0.42168675 0.44578313 0.48192771 0.5060241
 0.5060241  0.56626506 0.59036145 0.87951807 0.87951807 0.92771084
 0.92771084 0.93975904 0.93975904 0.95180723 0.95180723 0.98795181
 0.98795181 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.05567367951130828,0.1414809116993837,0.09210083930639248,0.18078809239704643,0.03574166178362368,0.20003926753610776,0.2941755477661377
23,complete,temporal,200.0,2,92.3076923076923,92.7710843373494,90.47619047619048,0.970166379804934,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.23809524
 0.23809524 1.        ]","[0.         0.21686747 0.54216867 0.54216867 0.91566265 0.91566265
 0.95180723 0.95180723 0.97590361 0.97590361 0.98795181 0.98795181
 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.038642297537544945,0.13527799699399162,0.11962163542877392,0.18640845116873905,0.05091314936888796,0.20526587831964277,0.2638705911824198
24,complete,morphological,0.0,2,99.03846153846153,100.0,95.23809523809524,0.9982788296041307,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04761905
 0.04761905 0.38095238 0.52380952 0.71428571 1.        ]","[0.         0.60240964 0.63855422 0.68674699 0.71084337 0.73493976
 0.75903614 0.78313253 0.89156627 0.91566265 0.96385542 0.96385542
 1.         1.         1.         1.         1.        ]",,,,,,,,,,,,,,0.16045056200426974,0.11021601861121735,0.06856182513226275,0.028069743957376853,0.11975860932195222,0.3549690349302109,0.0952474183295846,0.0627267877131255,,,,,,,,
25,complete,morphological,500.0,2,100.0,100.0,100.0,1.0,[0.         0.         0.         0.38095238 1.        ],[0.         0.74698795 1.         1.         1.        ],,,,,,,,,,,,,,0.07472434369244864,0.213979648104275,0.1325107111314927,0.027504488827726485,0.1577773549439899,0.25549381975533614,0.1291974400395951,0.008812193505135995,,,,,,,,
26,complete,morphological,200.0,2,100.0,100.0,100.0,1.0,[0.         0.         0.         0.47619048 1.        ],[0.         0.45783133 1.         1.         1.        ],,,,,,,,,,,,,,0.09930870290358276,0.20482899380403366,0.1046883655434244,0.02120013441868088,0.12501352028913099,0.32072712134186343,0.11634574118099605,0.007887420518287875,,,,,,,,
27,complete,spatial,0.0,3,79.8076923076923,92.7710843373494,28.571428571428573,0.7802639127940333,"[0.         0.04761905 0.04761905 0.04761905 0.04761905 0.04761905
 0.0952381  0.0952381  0.14285714 0.19047619 0.19047619 0.19047619
 0.28571429 0.33333333 0.33333333 0.33333333 0.38095238 0.38095238
 0.47619048 0.47619048 0.52380952 0.52380952 0.57142857 0.57142857
 0.61904762 0.61904762 0.71428571 0.71428571 0.76190476 0.85714286
 0.85714286 1.         1.        ]","[0.         0.30120482 0.37349398 0.45783133 0.46987952 0.4939759
 0.55421687 0.57831325 0.57831325 0.59036145 0.63855422 0.6746988
 0.68674699 0.71084337 0.73493976 0.74698795 0.74698795 0.79518072
 0.79518072 0.84337349 0.84337349 0.85542169 0.85542169 0.86746988
 0.86746988 0.90361446 0.90361446 0.92771084 0.93975904 0.93975904
 0.98795181 0.98795181 1.        ]",0.03219836438255491,0.07953162965093516,0.05852187000261273,0.07663452851045224,0.05425645592507563,0.03308567926441972,0.0699569367798438,0.08524476664075012,0.1351394346323082,0.12203273681772511,0.1255916571054662,0.043973230387159855,0.08383270990069634,,,,,,,,,,,,,,,,
28,complete,spatial,500.0,3,80.76923076923077,86.74698795180723,57.142857142857146,0.7888697647733793,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.23809524
 0.23809524 0.28571429 0.28571429 0.33333333 0.33333333 0.38095238
 0.38095238 0.61904762 0.61904762 0.76190476 0.76190476 0.85714286
 0.85714286 1.         1.        ]","[0.         0.01204819 0.21686747 0.21686747 0.28915663 0.28915663
 0.3253012  0.3253012  0.6746988  0.6746988  0.68674699 0.68674699
 0.73493976 0.73493976 0.81927711 0.81927711 0.84337349 0.84337349
 0.86746988 0.86746988 0.91566265 0.91566265 0.96385542 0.96385542
 0.98795181 0.98795181 1.        ]",0.04361384396377037,0.11027518941685364,0.01853615843243706,0.019784182964373783,0.038549095998640356,0.042397725581777054,0.07202257183127526,0.12140531471751752,0.07446224635789138,0.138097652127328,0.1316827852319565,0.08351694317013623,0.105656290206043,,,,,,,,,,,,,,,,
29,complete,spatial,200.0,3,81.73076923076923,90.36144578313252,47.61904761904762,0.8422260470453242,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.19047619 0.19047619 0.23809524
 0.23809524 0.42857143 0.42857143 0.57142857 0.57142857 0.66666667
 0.66666667 0.71428571 0.71428571 0.76190476 0.76190476 0.80952381
 0.80952381 0.85714286 0.85714286 1.        ]","[0.         0.01204819 0.14457831 0.14457831 0.37349398 0.37349398
 0.65060241 0.65060241 0.75903614 0.75903614 0.86746988 0.86746988
 0.89156627 0.89156627 0.90361446 0.90361446 0.91566265 0.91566265
 0.92771084 0.92771084 0.93975904 0.93975904 0.95180723 0.95180723
 0.96385542 0.96385542 1.         1.        ]",0.0472245803675643,0.1311709738037802,0.024363898644738546,0.012928317386167482,0.027346450689202,0.032080127278275895,0.0734471855412734,0.08153590947212953,0.07603570864205075,0.17202833842630347,0.12947603886127104,0.08429312273278174,0.10806934815446145,,,,,,,,,,,,,,,,
30,complete,temporal,0.0,3,97.11538461538461,96.3855421686747,100.0,0.9896729776247848,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.14285714
 0.14285714 0.71428571 0.71428571 1.        ]","[0.         0.45783133 0.48192771 0.4939759  0.51807229 0.53012048
 0.56626506 0.57831325 0.61445783 0.63855422 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.        ]",,,,,,,,,,,,,,,,,,,,,,,0.15142348890150137,0.23764209314662965,0.03297716126680635,0.04739766995643079,0.048540975255269805,0.1855461533427603,0.2964724581306017
31,complete,temporal,500.0,3,98.07692307692308,98.79518072289157,95.23809523809524,0.9982788296041308,[0.         0.         0.         0.14285714 0.14285714 1.        ],[0.         0.22891566 0.98795181 0.98795181 1.         1.        ],,,,,,,,,,,,,,,,,,,,,,,0.08228115906604426,0.1718114169233971,0.1979265295887723,0.07879333335169533,0.04908258772834897,0.17261754966287526,0.24748742367886675
32,complete,temporal,200.0,3,97.11538461538461,98.79518072289157,90.47619047619048,0.9988525530694206,[0.        0.        0.        0.0952381 0.0952381 1.       ],[0.         0.12048193 0.98795181 0.98795181 1.         1.        ],,,,,,,,,,,,,,,,,,,,,,,0.0753940126465184,0.15152812523132303,0.2410240719547178,0.08404364774194269,0.04203007933944799,0.14974082298013033,0.2562392401059197
33,complete,morphological,0.0,3,97.11538461538461,97.59036144578313,95.23809523809524,0.9839357429718876,"[0.         0.         0.         0.         0.         0.04761905
 0.04761905 0.52380952 0.52380952 0.61904762 0.61904762 1.        ]","[0.         0.01204819 0.08433735 0.10843373 0.92771084 0.92771084
 0.97590361 0.97590361 0.98795181 0.98795181 1.         1.        ]",,,,,,,,,,,,,,0.09061455709760172,0.17174756216689857,0.034488946092164574,0.02729885555919381,0.14406983559484116,0.396068276562612,0.07990847591856434,0.05580349100812381,,,,,,,,
34,complete,morphological,500.0,3,96.15384615384616,96.3855421686747,95.23809523809524,0.9982788296041307,[0.         0.         0.         0.04761905 0.04761905 1.        ],[0.         0.14457831 0.96385542 0.96385542 1.         1.        ],,,,,,,,,,,,,,0.0439434750376862,0.17076155783157662,0.06837179022544194,0.030270724371101815,0.09980476148923191,0.482604953474962,0.07931640684872052,0.024926330721279016,,,,,,,,
35,complete,morphological,200.0,3,98.07692307692308,98.79518072289157,95.23809523809524,0.9994262765347102,[0.         0.         0.         0.04761905 0.04761905 1.        ],[0.         0.01204819 0.98795181 0.98795181 1.         1.        ],,,,,,,,,,,,,,0.05078800317565683,0.17558047430188248,0.07884132444785118,0.030590056930946054,0.11066144713393489,0.4737364945712068,0.05981855919147987,0.019983640247041894,,,,,,,,
36,complete,spatial,0.0,4,83.65384615384616,92.7710843373494,47.61904761904762,0.7969018932874353,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.14285714 0.14285714 0.23809524 0.23809524 0.33333333
 0.33333333 0.38095238 0.38095238 0.42857143 0.42857143 0.47619048
 0.47619048 0.52380952 0.52380952 0.61904762 0.61904762 0.71428571
 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.01204819 0.1686747  0.1686747  0.19277108 0.19277108
 0.42168675 0.42168675 0.63855422 0.63855422 0.78313253 0.78313253
 0.79518072 0.79518072 0.80722892 0.80722892 0.85542169 0.85542169
 0.91566265 0.91566265 0.93975904 0.93975904 0.96385542 0.96385542
 0.97590361 0.97590361 1.         1.        ]",0.030244409144158005,0.0729631183632486,0.08429382165121634,0.061001260003639604,0.06184181006330061,0.05620419076198623,0.032627011942857824,0.05951208570931087,0.09742312590241446,0.1799595951679349,0.12799134416483207,0.05681277689589652,0.07912545022920409,,,,,,,,,,,,,,,,
37,complete,spatial,500.0,4,87.5,89.1566265060241,80.95238095238095,0.8921399885255307,"[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.33333333 0.33333333 0.52380952
 0.52380952 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381
 0.80952381 0.95238095 0.95238095 1.        ]","[0.         0.01204819 0.34939759 0.34939759 0.6746988  0.6746988
 0.81927711 0.81927711 0.89156627 0.89156627 0.92771084 0.92771084
 0.93975904 0.93975904 0.96385542 0.96385542 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.        ]",0.037532404462596584,0.12197884635367227,0.04251281619647759,0.027080230495997178,0.04575221105238059,0.05007643954360186,0.05676131678268999,0.09604224335068223,0.09701021690472858,0.1385083113588703,0.08728061076799606,0.0628914315460545,0.13657292118425235,,,,,,,,,,,,,,,,
38,complete,spatial,200.0,4,84.61538461538461,89.1566265060241,66.66666666666667,0.901893287435456,"[0.         0.         0.         0.04761905 0.04761905 0.14285714
 0.14285714 0.19047619 0.19047619 0.23809524 0.23809524 0.28571429
 0.28571429 0.38095238 0.38095238 0.42857143 0.42857143 0.47619048
 0.47619048 0.52380952 0.52380952 0.66666667 0.66666667 0.80952381
 0.80952381 0.95238095 0.95238095 1.        ]","[0.         0.01204819 0.40963855 0.40963855 0.80722892 0.80722892
 0.8313253  0.8313253  0.85542169 0.85542169 0.87951807 0.87951807
 0.89156627 0.89156627 0.90361446 0.90361446 0.92771084 0.92771084
 0.95180723 0.95180723 0.96385542 0.96385542 0.97590361 0.97590361
 0.98795181 0.98795181 1.         1.        ]",0.04719186103400103,0.13832385570506867,0.04309944674055195,0.01905595594744286,0.04585601104323739,0.05119769944516953,0.059373741150612315,0.08537371098012093,0.08767811218634287,0.1373188934918851,0.09231266121787113,0.07342749694508822,0.11979055411260799,,,,,,,,,,,,,,,,
