modality,chunk_size,seed,acc,auc,region
morphological,800.0,5,98.88888888888887,1.0,ca1
morphological,1600.0,5,98.88888888888887,1.0,ca1
spatial,0.0,6,100.0,1.0,ca1
spatial,100.0,6,100.0,1.0,ca1
spatial,200.0,6,100.0,1.0,ca1
spatial,400.0,6,100.0,1.0,ca1
spatial,800.0,6,100.0,1.0,ca1
spatial,1600.0,6,100.0,1.0,ca1
temporal,0.0,6,100.0,1.0,ca1
temporal,100.0,6,100.0,1.0,ca1
temporal,200.0,6,100.0,1.0,ca1
temporal,400.0,6,100.0,1.0,ca1
temporal,800.0,6,100.0,1.0,ca1
temporal,1600.0,6,100.0,1.0,ca1
morphological,0.0,6,100.0,1.0,ca1
morphological,100.0,6,100.0,1.0,ca1
morphological,200.0,6,100.0,1.0,ca1
morphological,400.0,6,100.0,1.0,ca1
morphological,800.0,6,100.0,1.0,ca1
morphological,1600.0,6,100.0,1.0,ca1
spatial,0.0,7,98.88888888888887,1.0,ca1
spatial,100.0,7,100.0,1.0,ca1
spatial,200.0,7,100.0,1.0,ca1
spatial,400.0,7,100.0,1.0,ca1
spatial,800.0,7,100.0,1.0,ca1
spatial,1600.0,7,98.88888888888887,1.0,ca1
temporal,0.0,7,96.66666666666669,0.9953007518796992,ca1
temporal,100.0,7,97.77777777777777,0.9981203007518796,ca1
temporal,200.0,7,97.77777777777777,0.99906015037594,ca1
temporal,400.0,7,97.77777777777777,1.0,ca1
temporal,800.0,7,97.77777777777777,1.0,ca1
temporal,1600.0,7,97.77777777777777,1.0,ca1
morphological,0.0,7,98.88888888888887,1.0,ca1
morphological,100.0,7,100.0,1.0,ca1
morphological,200.0,7,100.0,1.0,ca1
morphological,400.0,7,100.0,1.0,ca1
morphological,800.0,7,100.0,1.0,ca1
morphological,1600.0,7,100.0,1.0,ca1
spatial,0.0,8,96.66666666666669,0.9934210526315788,ca1
spatial,100.0,8,97.77777777777777,1.0,ca1
spatial,200.0,8,100.0,1.0,ca1
spatial,400.0,8,100.0,1.0,ca1
spatial,800.0,8,98.88888888888887,1.0,ca1
spatial,1600.0,8,100.0,1.0,ca1
temporal,0.0,8,90.0,0.9680451127819548,ca1
temporal,100.0,8,97.77777777777777,0.9981203007518796,ca1
temporal,200.0,8,97.77777777777777,0.9962406015037594,ca1
temporal,400.0,8,97.77777777777777,0.9962406015037594,ca1
temporal,800.0,8,97.77777777777777,0.9924812030075189,ca1
temporal,1600.0,8,97.77777777777777,0.9859022556390976,ca1
morphological,0.0,8,100.0,1.0,ca1
morphological,100.0,8,100.0,1.0,ca1
morphological,200.0,8,100.0,1.0,ca1
morphological,400.0,8,100.0,1.0,ca1
morphological,800.0,8,100.0,1.0,ca1
morphological,1600.0,8,100.0,1.0,ca1
spatial,0.0,9,100.0,1.0,ca1
spatial,100.0,9,100.0,1.0,ca1
spatial,200.0,9,100.0,1.0,ca1
spatial,400.0,9,100.0,1.0,ca1
spatial,800.0,9,100.0,1.0,ca1
spatial,1600.0,9,100.0,1.0,ca1
temporal,0.0,9,96.66666666666669,0.9962406015037594,ca1
temporal,100.0,9,98.88888888888887,0.9840225563909776,ca1
temporal,200.0,9,98.88888888888887,0.9906015037593986,ca1
temporal,400.0,9,98.88888888888887,0.9981203007518796,ca1
temporal,800.0,9,98.88888888888887,0.9990601503759398,ca1
temporal,1600.0,9,98.88888888888887,0.9990601503759398,ca1
morphological,0.0,9,98.88888888888887,1.0,ca1
morphological,100.0,9,98.88888888888887,1.0,ca1
morphological,200.0,9,98.88888888888887,1.0,ca1
morphological,400.0,9,98.88888888888887,1.0,ca1
morphological,800.0,9,98.88888888888887,1.0,ca1
morphological,1600.0,9,98.88888888888887,1.0,ca1
spatial,0.0,10,100.0,1.0,ca1
spatial,100.0,10,100.0,1.0,ca1
spatial,200.0,10,100.0,1.0,ca1
spatial,400.0,10,100.0,1.0,ca1
spatial,800.0,10,100.0,1.0,ca1
spatial,1600.0,10,100.0,1.0,ca1
temporal,0.0,10,98.88888888888887,1.0,ca1
temporal,100.0,10,100.0,1.0,ca1
temporal,200.0,10,100.0,1.0,ca1
temporal,400.0,10,100.0,1.0,ca1
temporal,800.0,10,100.0,1.0,ca1
temporal,1600.0,10,100.0,1.0,ca1
morphological,0.0,10,100.0,1.0,ca1
morphological,100.0,10,100.0,1.0,ca1
morphological,200.0,10,100.0,1.0,ca1
morphological,400.0,10,100.0,1.0,ca1
morphological,800.0,10,100.0,1.0,ca1
morphological,1600.0,10,100.0,1.0,ca1
spatial,0.0,11,94.44444444444444,0.9821428571428572,ca1
spatial,100.0,11,100.0,1.0,ca1
spatial,200.0,11,98.88888888888887,1.0,ca1
spatial,400.0,11,98.88888888888887,1.0,ca1
spatial,800.0,11,96.66666666666669,0.9962406015037594,ca1
spatial,1600.0,11,95.55555555555556,0.9953007518796992,ca1
temporal,0.0,11,100.0,1.0,ca1
temporal,100.0,11,96.66666666666669,0.9971804511278196,ca1
temporal,200.0,11,97.77777777777777,0.9981203007518796,ca1
temporal,400.0,11,97.77777777777777,0.99906015037594,ca1
temporal,800.0,11,97.77777777777777,0.99906015037594,ca1
temporal,1600.0,11,97.77777777777777,0.99906015037594,ca1
morphological,0.0,11,100.0,1.0,ca1
morphological,100.0,11,100.0,1.0,ca1
morphological,200.0,11,100.0,1.0,ca1
morphological,400.0,11,100.0,1.0,ca1
morphological,800.0,11,100.0,1.0,ca1
morphological,1600.0,11,100.0,1.0,ca1
spatial,0.0,12,100.0,1.0,ca1
spatial,100.0,12,93.33333333333331,0.9830827067669172,ca1
spatial,200.0,12,94.44444444444444,0.988721804511278,ca1
spatial,400.0,12,96.66666666666669,0.988721804511278,ca1
spatial,800.0,12,97.77777777777777,0.9953007518796992,ca1
spatial,1600.0,12,98.88888888888887,0.99906015037594,ca1
temporal,0.0,12,100.0,1.0,ca1
temporal,100.0,12,97.77777777777777,0.99906015037594,ca1
temporal,200.0,12,98.88888888888887,1.0,ca1
temporal,400.0,12,98.88888888888887,1.0,ca1
temporal,800.0,12,98.88888888888887,0.9990601503759398,ca1
temporal,1600.0,12,98.88888888888887,0.99906015037594,ca1
morphological,0.0,12,100.0,1.0,ca1
morphological,100.0,12,100.0,1.0,ca1
morphological,200.0,12,100.0,1.0,ca1
morphological,400.0,12,100.0,1.0,ca1
morphological,800.0,12,100.0,1.0,ca1
morphological,1600.0,12,100.0,1.0,ca1
spatial,0.0,13,95.55555555555556,0.986842105263158,ca1
spatial,100.0,13,100.0,1.0,ca1
spatial,200.0,13,100.0,1.0,ca1
spatial,400.0,13,100.0,1.0,ca1
spatial,800.0,13,98.88888888888887,1.0,ca1
spatial,1600.0,13,97.77777777777777,0.9981203007518796,ca1
temporal,0.0,13,100.0,1.0,ca1
temporal,100.0,13,98.88888888888887,0.99906015037594,ca1
temporal,200.0,13,98.88888888888887,1.0,ca1
temporal,400.0,13,98.88888888888887,1.0,ca1
temporal,800.0,13,100.0,1.0,ca1
temporal,1600.0,13,100.0,1.0,ca1
morphological,0.0,13,100.0,1.0,ca1
morphological,100.0,13,100.0,1.0,ca1
morphological,200.0,13,100.0,1.0,ca1
morphological,400.0,13,100.0,1.0,ca1
morphological,800.0,13,100.0,1.0,ca1
morphological,1600.0,13,100.0,1.0,ca1
spatial,0.0,14,100.0,1.0,ca1
spatial,100.0,14,100.0,1.0,ca1
spatial,200.0,14,100.0,1.0,ca1
spatial,400.0,14,100.0,1.0,ca1
spatial,800.0,14,100.0,1.0,ca1
spatial,1600.0,14,100.0,1.0,ca1
temporal,0.0,14,100.0,1.0,ca1
temporal,100.0,14,97.77777777777777,1.0,ca1
temporal,200.0,14,98.88888888888887,1.0,ca1
temporal,400.0,14,100.0,1.0,ca1
temporal,800.0,14,100.0,1.0,ca1
temporal,1600.0,14,100.0,1.0,ca1
morphological,0.0,14,100.0,1.0,ca1
morphological,100.0,14,100.0,1.0,ca1
morphological,200.0,14,100.0,1.0,ca1
morphological,400.0,14,100.0,1.0,ca1
morphological,800.0,14,100.0,1.0,ca1
morphological,1600.0,14,100.0,1.0,ca1
spatial,0.0,15,100.0,1.0,ca1
spatial,100.0,15,100.0,1.0,ca1
spatial,200.0,15,100.0,1.0,ca1
spatial,400.0,15,100.0,1.0,ca1
spatial,800.0,15,100.0,1.0,ca1
spatial,1600.0,15,100.0,1.0,ca1
temporal,0.0,15,98.88888888888887,1.0,ca1
temporal,100.0,15,97.77777777777777,1.0,ca1
temporal,200.0,15,97.77777777777777,1.0,ca1
temporal,400.0,15,98.88888888888887,1.0,ca1
temporal,800.0,15,97.77777777777777,1.0,ca1
temporal,1600.0,15,97.77777777777777,1.0,ca1
morphological,0.0,15,98.88888888888887,1.0,ca1
morphological,100.0,15,100.0,1.0,ca1
morphological,200.0,15,100.0,1.0,ca1
morphological,400.0,15,100.0,1.0,ca1
morphological,800.0,15,100.0,1.0,ca1
morphological,1600.0,15,100.0,1.0,ca1
spatial,0.0,16,98.88888888888887,0.9981203007518796,ca1
spatial,100.0,16,100.0,1.0,ca1
spatial,200.0,16,100.0,1.0,ca1
spatial,400.0,16,100.0,1.0,ca1
spatial,800.0,16,100.0,1.0,ca1
spatial,1600.0,16,100.0,1.0,ca1
temporal,0.0,16,97.77777777777777,1.0,ca1
temporal,100.0,16,98.88888888888887,1.0,ca1
temporal,200.0,16,100.0,1.0,ca1
temporal,400.0,16,100.0,1.0,ca1
temporal,800.0,16,100.0,1.0,ca1
temporal,1600.0,16,100.0,1.0,ca1
morphological,0.0,16,100.0,1.0,ca1
morphological,100.0,16,100.0,1.0,ca1
morphological,200.0,16,100.0,1.0,ca1
morphological,400.0,16,100.0,1.0,ca1
morphological,800.0,16,100.0,1.0,ca1
morphological,1600.0,16,100.0,1.0,ca1
spatial,0.0,17,100.0,1.0,ca1
spatial,100.0,17,100.0,1.0,ca1
spatial,200.0,17,100.0,1.0,ca1
spatial,400.0,17,100.0,1.0,ca1
spatial,800.0,17,100.0,1.0,ca1
spatial,1600.0,17,100.0,1.0,ca1
temporal,0.0,17,98.88888888888887,1.0,ca1
temporal,100.0,17,100.0,1.0,ca1
temporal,200.0,17,100.0,1.0,ca1
temporal,400.0,17,100.0,1.0,ca1
temporal,800.0,17,100.0,1.0,ca1
temporal,1600.0,17,100.0,1.0,ca1
morphological,0.0,17,97.77777777777777,1.0,ca1
morphological,100.0,17,98.88888888888887,1.0,ca1
morphological,200.0,17,98.88888888888887,1.0,ca1
morphological,400.0,17,98.88888888888887,1.0,ca1
morphological,800.0,17,98.88888888888887,1.0,ca1
morphological,1600.0,17,98.88888888888887,1.0,ca1
spatial,0.0,18,100.0,1.0,ca1
spatial,100.0,18,97.77777777777777,0.9971804511278196,ca1
spatial,200.0,18,97.77777777777777,0.99906015037594,ca1
spatial,400.0,18,100.0,1.0,ca1
spatial,800.0,18,100.0,1.0,ca1
spatial,1600.0,18,100.0,1.0,ca1
temporal,0.0,18,93.33333333333331,0.9943609022556392,ca1
temporal,100.0,18,96.66666666666669,0.9962406015037594,ca1
temporal,200.0,18,97.77777777777777,0.9971804511278196,ca1
temporal,400.0,18,97.77777777777777,0.9981203007518796,ca1
temporal,800.0,18,97.77777777777777,0.9971804511278196,ca1
temporal,1600.0,18,97.77777777777777,0.9971804511278196,ca1
morphological,0.0,18,100.0,1.0,ca1
morphological,100.0,18,98.88888888888887,1.0,ca1
morphological,200.0,18,98.88888888888887,1.0,ca1
morphological,400.0,18,98.88888888888887,1.0,ca1
morphological,800.0,18,100.0,1.0,ca1
morphological,1600.0,18,100.0,1.0,ca1
spatial,0.0,19,95.55555555555556,0.9774436090225564,ca1
spatial,100.0,19,98.88888888888887,0.9981203007518796,ca1
spatial,200.0,19,97.77777777777777,0.99906015037594,ca1
spatial,400.0,19,97.77777777777777,0.99906015037594,ca1
spatial,800.0,19,97.77777777777777,0.99906015037594,ca1
spatial,1600.0,19,97.77777777777777,0.9981203007518796,ca1
temporal,0.0,19,100.0,1.0,ca1
temporal,100.0,19,98.88888888888887,1.0,ca1
temporal,200.0,19,100.0,1.0,ca1
temporal,400.0,19,100.0,1.0,ca1
temporal,800.0,19,100.0,1.0,ca1
temporal,1600.0,19,100.0,1.0,ca1
morphological,0.0,19,100.0,1.0,ca1
morphological,100.0,19,100.0,1.0,ca1
morphological,200.0,19,100.0,1.0,ca1
morphological,400.0,19,100.0,1.0,ca1
morphological,800.0,19,100.0,1.0,ca1
morphological,1600.0,19,100.0,1.0,ca1
